"","time","wildlife_health_important","wildlife_path_affect_livestock","wildlife_path_affect_phealth","hum_liv_path_affect_wildlife","dom_animals_concern","dead_found","sick_injured_found","livestock_found","patrol_length","patrols_per_month","healthy_wl_recorded","how_healthy_wl_recorded","healthy_wl_data_recorded","healthy_wl_data_in_smart","healthy_wl_data_other","dead_wl_recorded","how_dead_wl_recorded","dead_wl_data_recorded","dead_wl_data_in_smart","dead_wl_data_other","injured_wl_recorded","how_injured_wl_recorded","injured_wl_data_recorded","injured_wl_data_in_smart","injured_wl_data_other","sick_wl_recorded","how_sick_wl_recorded","sick_wl_data_recorded","sick_wl_data_in_smart","sick_wl_data_other","dom_animals_in_pa","dom_animals_recorded","dom_animal_in_smart","dom_animal_health_status_recorded","dom_animal_health_status_smart","other_wl_health_data","why_not_wl_health_data","smart_version","smart_connect","set_up_connect","smart_fully_rolled_out","add_health_atributes","position","survey","or_number_pas","local"
"67","12/7/2022 11:35:37","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Very frequently","Very frequently","Always","Less than a day",6,"Yes","Healthy wildlife is recorded in another way","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","no","We use the default SMART data model which does not include sick, dead or injured wildlife","7.5.2","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",75,1,TRUE
"68","12/7/2022 12:32:07","Strongly agree","Agree","Strongly agree","Agree","Agree","Sometimes","Rarely","Occasionally","Less than a day",20,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Sex, Body condition, Other","None of these items are recorded in the corresponding SMART Conservation Area","En la Ficha de patrullaje del Guardaparque ","Yes","Dead wildlife is recorded in another way","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","Ficha de patrullaje del Guardaparque ","No","","","","","No","","","","","Yes","Yes","Yes","Yes","Yes","Por el momento no referente a fauna silvestre. Pero respecto a flora silvestre si se registra y se reporta en el SMART móvil. ","Dead, sick or injured wildlife are seldom found","SMART 6.3","No","No","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",76,1,TRUE
"69","12/7/2022 13:53:13","Agree","Strongly agree","Agree","Agree","Neutral","Rarely","Never","Very frequently","Between one to two days",3,"No","","","","","Yes","Dead wildlife is recorded in another way","Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","","Smart 6.3","No","No","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",77,1,TRUE
"70","12/7/2022 14:10:05","Disagree","Neutral","Strongly disagree","Strongly agree","Strongly agree","Sometimes","Very rarely","Occasionally","Between one to two days",5,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","Se recopila datos de las, fecas,  plantas y hierbas que son alimento de la fauna","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","SMART","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",78,5,FALSE
"71","12/7/2022 14:47:02","Agree","Agree","Agree","Agree","Agree","Rarely","Very rarely","Never","Between one to two days",26,"Yes","Healthy wildlife is recorded in another way","Photographs","None of these items are recorded in the corresponding SMART Conservation Area","Block note or photos","No","","","","","No","","","","","No","","","","","Yes","No","","","","No","We use the default SMART data model which does not include sick, dead or injured wildlife","7.5.2","Yes","","Fully rolled-out","Yes","Other",79,1,TRUE
"72","12/7/2022 16:32:39","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Occasionally","Very rarely","Always","Between one to two days",8,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","No","","","","no, solo se registra mientras se puede diferencias el seco y cantidad","Dead, sick or injured wildlife are seldom found","6.3","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",80,1,TRUE
"73","12/8/2022 18:50:44","Strongly agree","Neutral","Neutral","Agree","Agree","Very rarely","Very rarely","Occasionally","Less than a day",25,"No","","","","","No","","","","","No","","","","","No","","","","","Yes","No","","","","No, por el momento","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3.0","No","Por la Sede Central del SERNANP","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",82,1,TRUE
"74","12/8/2022 19:08:49","Strongly agree","Somewhat Disagree","Somewhat Disagree","Neutral","Agree","Very rarely","Very rarely","Never","Between two and five days",16,"No","","","","","No","","","","","No","","","","","No","","","","","No","","","","","si","We use the default SMART data model which does not include sick, dead or injured wildlife","6.3.0.","No","Aun no, las configuraciones lo realiza sede central","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",83,1,TRUE
"75","12/8/2022 23:48:53","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Very frequently","Occasionally","Very frequently","Between four days and a week",20,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Species, Age, Sex, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Body condition, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No","","Data collection can be inconsistent on some of these aspects (e.g., I selected ""yes"" for if domestic animal sightings are recorded but I believe this is only done sometimes and not at all in some cases). Observations of wild meat (for sale or in the possession of poachers) is also recorded which could be relevant. ","We use the default SMART data model which does not include sick, dead or injured wildlife","7","Yes","","Fully rolled-out","Yes","Other",84,2,TRUE
"76","12/13/2022 18:39:56","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Rarely","Very rarely","Rarely","Less than a day",20,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Sex","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Body condition","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","Yes","No","RASTROS, HUELLAS, EXCRETAS","Dead, sick or injured wildlife are seldom found","4.1.0.201612211110","Yes","","Partially rolled-out","Yes","Other",86,1,TRUE
"77","12/13/2022 19:26:46","Strongly agree","Neutral","Agree","Agree","Strongly agree","Very frequently","Occasionally","Very frequently","Between one to two days",4,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","No","","","","No","Lack of expertise on how to properly record this information","4.1.0","Yes","","Fully rolled-out","No","Other",87,1,TRUE
"78","12/14/2022 12:57:55","Agree","Neutral","Disagree","Neutral","Neutral","Rarely","Very rarely","Occasionally","Less than a day",2,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","sí","Dead, sick or injured wildlife are seldom found","4.1.0.2016122","No","desconozco","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",88,2,TRUE
"79","12/14/2022 17:30:31","Strongly agree","Agree","Agree","Agree","Strongly agree","Very frequently","Occasionally","Very frequently","Between two and five days",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Anomalies in carcass (if any), Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","BASE DE DATOS DEL ANP","No","","","","","No","","","","","Yes","No","","","","NO","We use the default SMART data model which does not include sick, dead or injured wildlife","4.1.0","Yes","","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",89,1,TRUE
"80","12/14/2022 21:02:53","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Sometimes","Never","Very rarely","Between four days and a week",10,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Anomalies/signs if any, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Photographs, Species, Sex, Anomalies/signs if any, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Si","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","4.1.0.201612211110","Yes","","Fully rolled-out","Yes","Other",90,1,TRUE
"81","12/15/2022 15:02:07","Agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Occasionally","Very frequently","Less than a day",25,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","LOS DATOS MAS RELEVANTES EN LAS PATRULLAJES SON DE TIPO SAQUEOS DE NIDOS DE TORTUGA MARINA","Dead, sick or injured wildlife are seldom found","SMART 4.1.1","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",92,1,TRUE
"82","12/15/2022 15:35:21","Strongly agree","Somewhat Disagree","Agree","Strongly agree","Strongly agree","Sometimes","Sometimes","Rarely","Less than a day",12,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Sex, Anomalies in carcass (if any)","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Anomalies/signs if any","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","-","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","4.1.0.201612211110","No","-","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",93,1,TRUE
"83","12/15/2022 18:19:23","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Rarely","Rarely","Very frequently","Less than a day",4,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found","4.1.0.201612211110","Yes","","Fully rolled-out","No","I am directly responsible for managing SMART data in one or more protected areas",95,1,TRUE
"84","12/16/2022 0:17:10","Strongly agree","Neutral","Neutral","Agree","Somewhat Disagree","Sometimes","Occasionally","Always","Less than a day",4,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","NO","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","4.10.201612211110","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",96,1,TRUE
"85","12/19/2022 22:59:24","Strongly agree","Agree","Somewhat Disagree","Neutral","Agree","Occasionally","Rarely","Sometimes","Between four days and a week",4,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","Yes, possible cause of deaths ","Dead, sick or injured wildlife are seldom found","6.3","Yes","","Fully rolled-out","Yes","Other",100,1,TRUE
"86","12/20/2022 3:09:15","Strongly agree","Strongly agree","Agree","Neutral","Neutral","Very rarely","Very rarely","Never","Between four days and a week",1,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of disease, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Dead, sick or injured wildlife are seldom found","SMART 7.5.5","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",101,3,FALSE
"87","12/20/2022 4:33:36","Neutral","Disagree","Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Very frequently","Between two and five days",100,"No","","","","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","Not on SMART database.  Because SMART database we have used does not include ""health"" data.  We focus on poaching signs.  Domestic animals are recorded as a threat related to poaching and habitat disturbance.","Dead, sick or injured wildlife are seldom found, It would add too much work or time to the patrol, Wildlife disease is not relevant in the protected area","6.3","No","No","Fully rolled-out","No","Other",102,4,FALSE
"88","12/20/2022 5:05:46","Strongly agree","Strongly agree","Neutral","Agree","Agree","Occasionally","Rarely","Never","Between four days and a week",4,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","Dead, sick or injured wildlife are seldom found","SMART 6.3","No","Yes","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",103,1,TRUE
"89","12/20/2022 7:26:04","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat Disagree","Always","Occasionally","Rarely","Between four days and a week",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Age, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Dead, sick or injured wildlife are seldom found, Never thought about it","7.5.4","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",104,2,TRUE
"90","12/20/2022 13:03:51","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Rarely","Sometimes","Between one to two days",20,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Species, Age","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found","4.1","No","May be","Under pilot","Yes","Other",105,4,FALSE
"91","12/20/2022 15:27:54","Agree","Neutral","Neutral","Agree","Agree","Sometimes","Never","Sometimes","Between two and five days",12,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","No","","","","Durante los recorridos no se registran en el SMART","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","4","No","?","Partially rolled-out","Yes","Other",106,2,TRUE
"92","12/20/2022 15:34:53","Neutral","Neutral","Neutral","Agree","Agree","Very frequently","Occasionally","Occasionally","Between four days and a week",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","  ","Wildlife disease is not relevant in the protected area","7.5.4","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",107,1,TRUE
"93","12/20/2022 16:10:15","Strongly agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly agree","Very rarely","Very rarely","Sometimes","Less than a day",8,"No","","","","","No","","","","","No","","","","","No","","","","","Yes","No","","","","no","Lack of expertise on how to properly record this information","none","No","if there are plans when they train us technicians","Partially rolled-out","Yes","Other",108,1,TRUE
"94","12/20/2022 16:12:03","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Very rarely","Very rarely","Always","Between one to two days",25,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Body condition","None of these items are recorded in the corresponding SMART Conservation Area","Matriz e informes del Programa de Biodiversidad.","No","","","","","Yes","No","","","","Muy dificilmente se puede mantener acercamiento a la vida silvestre.","Dead, sick or injured wildlife are seldom found","6.3.0","No","Si hay planes con apoyo de WCS para el 2023","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",109,1,TRUE
"95","12/20/2022 18:51:32","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Very rarely","Very rarely","Never","Between two and five days",3,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of disease","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Únicamente observaciones directas o indirectas (La presencia del Bicho) ","Dead, sick or injured wildlife are seldom found","SMART 6.3.0","No","Aun no hay disposiciones para configurar ","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",110,1,TRUE
"96","12/21/2022 11:25:05","Agree","Neutral","Neutral","Strongly agree","Strongly agree","Never","Never","Never","Between one to two days",10,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","No","","","","","Si es necesario se lo registra.","Dead, sick or injured wildlife are seldom found","6.3.0","No","Aun no, pero seria importante fortalecer este aspecto.","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",111,1,TRUE
"97","12/21/2022 11:42:39","Agree","Agree","Strongly agree","Agree","Strongly agree","Very rarely","Very rarely","Sometimes","Less than a day",12,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Sex, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","no","Lack of expertise on how to properly record this information","6.3.0","No","no","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",112,1,TRUE
"98","12/21/2022 12:40:09","Strongly agree","Somewhat Disagree","Agree","Strongly agree","Strongly agree","Very rarely","Never","Never","Between four days and a week",8,"No","","","","","No","","","","","No","","","","","No","","","","","No","","","","","No","We use the default SMART data model which does not include sick, dead or injured wildlife","smart.6.2.3.RC19.win32","No","Creo que no, no tenemos lo equipos suficiente","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",113,1,TRUE
"99","12/21/2022 13:43:27","Agree","Neutral","Neutral","Agree","Agree","Sometimes","Rarely","Very frequently","Between four days and a week",1,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No","","No","Lack of expertise on how to properly record this information","SMART 7.4","No","Not yet","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",114,3,FALSE
"100","12/21/2022 14:48:04","Strongly agree","Neutral","Agree","Neutral","Strongly agree","Occasionally","Rarely","Very rarely","Between one to two days",15,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","No","No","","No","Dead, sick or injured wildlife are seldom found","SMART version 6.3.0","No","Anualmente se actualiza","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",115,1,TRUE
"101","12/21/2022 17:59:11","Neutral","Agree","Agree","Agree","Strongly agree","Occasionally","Occasionally","Occasionally","Between four days and a week",5,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","6.3","No","Yes","Fully rolled-out","Yes","Other",116,59,FALSE
"102","12/21/2022 20:54:19","Strongly agree","Strongly agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Always","Between two and five days",20,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Especie","Dead, sick or injured wildlife are seldom found","6.3.0","No","si","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",117,1,TRUE
"103","12/22/2022 10:20:04","Agree","Agree","Agree","Agree","Disagree","Sometimes","Rarely","Very rarely","Between four days and a week",20,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Species, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","Yes","It would add too much work or time to the patrol","SMART 7.5.4","Yes","","Fully rolled-out","Yes","Other",118,11,FALSE
