"","time","protected_area","wildlife_health_important","wildlife_path_affect_livestock","wildlife_path_affect_phealth","hum_liv_path_affect_wildlife","dom_animals_concern","dead_found","sick_injured_found","livestock_found","patrol_length","patrols_per_month","healthy_wl_recorded","how_healthy_wl_recorded","healthy_wl_data_recorded","healthy_wl_data_in_smart","healthy_wl_data_other","dead_wl_recorded","how_dead_wl_recorded","dead_wl_data_recorded","dead_wl_data_in_smart","dead_wl_data_other","injured_wl_recorded","how_injured_wl_recorded","injured_wl_data_recorded","injured_wl_data_in_smart","injured_wl_data_other","sick_wl_recorded","how_sick_wl_recorded","sick_wl_data_recorded","sick_wl_data_in_smart","sick_wl_data_other","dom_animals_in_pa","dom_animals_recorded","dom_animal_in_smart","dom_animal_health_status_recorded","dom_animal_health_status_smart","other_wl_health_data","why_not_wl_health_data","smart_version","smart_connect","set_up_connect","smart_fully_rolled_out","add_health_atributes","position","survey","or_number_pas"
"67","12/6/2022 13:54:52",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Occasionally","Very rarely","Rarely","Between one to two days",5,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Body condition","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife is recorded in another way","Species, Carcass condition, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Species, Anomalies/signs if any","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Species, Anomalies/signs if any","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","no ","Dead, sick or injured wildlife are seldom found, It would add too much work or time to the patrol","6.3","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",67,76
"68","12/6/2022 14:15:00",NA,"Strongly agree","Disagree","Disagree","Strongly agree","Strongly agree","Occasionally","Very rarely","Always","Between two and five days",70,"No","","","","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","ENVENAMIENTO","Lack of expertise on how to properly record this information","6.3","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",68,1
"69","12/6/2022 14:20:56",NA,"Agree","Agree","Agree","Agree","Strongly agree","Very rarely","Very rarely","Never","Less than a day",9,"No","","","","","No","","","","","No","","","","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Suspect cause of disease","None of these items are recorded in the corresponding SMART Conservation Area","informe","No","","","","","yes","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",69,1
"70","12/6/2022 14:22:03",NA,"Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Very rarely","Very rarely","Rarely","Less than a day",4,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Species, Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","Solo se menciona","No","","","","","No","","","","","No","","","","","No","Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","Yes","","Partially rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",70,1
"71","12/6/2022 16:54:21",NA,"Strongly agree","Neutral","Neutral","Agree","Agree","Rarely","Rarely","Rarely","Less than a day",25,"No","","","","","No","","","","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Anomalies/signs if any","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Anomalies/signs if any","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found","7.5.2","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",71,1
"72","12/6/2022 17:27:48",NA,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Very rarely","Never","Never","Between two and five days",12,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","No","","","","","No","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","smart.7.5.2.","Yes","","Fully rolled-out","Yes","Other",72,1
"73","12/6/2022 18:51:56",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Very frequently","Very frequently","Always","Between two and five days",6,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Other","None of these items are recorded in the corresponding SMART Conservation Area","En actas y registros","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Carcass condition, Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","Actas y registros","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Body condition, Suspect cause of injury","None of these items are recorded in the corresponding SMART Conservation Area","Actas y registros","No","","","","","Yes","Yes","Yes","No","","Numero de individuos","It would add too much work or time to the patrol, Lack of expertise on how to properly record this information, Never thought about it, We use the default SMART data model which does not include sick, dead or injured wildlife","2.3.","No","No","Partially rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",73,1
"74","12/6/2022 20:11:02",NA,"Agree","Neutral","Agree","Neutral","Neutral","Occasionally","Sometimes","Never","Between one to two days",18,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Carcass condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","En algunas ocasionas se registra el comportamiento de la especie","Lack of expertise on how to properly record this information","7.5.2","No","se viene implementando SMART Connect entre smart desktop del ANP y UOFMVyC","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",74,1
"75","12/7/2022 11:35:37",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Very frequently","Very frequently","Always","Less than a day",6,"Yes","Healthy wildlife is recorded in another way","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","no","We use the default SMART data model which does not include sick, dead or injured wildlife","7.5.2","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",75,1
"76","12/7/2022 12:32:07",NA,"Strongly agree","Agree","Strongly agree","Agree","Agree","Sometimes","Rarely","Occasionally","Less than a day",20,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Sex, Body condition, Other","None of these items are recorded in the corresponding SMART Conservation Area","En la Ficha de patrullaje del Guardaparque ","Yes","Dead wildlife is recorded in another way","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","Ficha de patrullaje del Guardaparque ","No","","","","","No","","","","","Yes","Yes","Yes","Yes","Yes","Por el momento no referente a fauna silvestre. Pero respecto a flora silvestre si se registra y se reporta en el SMART móvil. ","Dead, sick or injured wildlife are seldom found","SMART 6.3","No","No","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",76,1
"77","12/7/2022 13:53:13",NA,"Agree","Strongly agree","Agree","Agree","Neutral","Rarely","Never","Very frequently","Between one to two days",3,"No","","","","","Yes","Dead wildlife is recorded in another way","Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","","Smart 6.3","No","No","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",77,1
"78","12/7/2022 14:10:05",NA,"Disagree","Neutral","Strongly disagree","Strongly agree","Strongly agree","Sometimes","Very rarely","Occasionally","Between one to two days",5,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","Se recopila datos de las, fecas,  plantas y hierbas que son alimento de la fauna","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","SMART","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",78,5
"79","12/7/2022 14:47:02",NA,"Agree","Agree","Agree","Agree","Agree","Rarely","Very rarely","Never","Between one to two days",26,"Yes","Healthy wildlife is recorded in another way","Photographs","None of these items are recorded in the corresponding SMART Conservation Area","Block note or photos","No","","","","","No","","","","","No","","","","","Yes","No","","","","No","We use the default SMART data model which does not include sick, dead or injured wildlife","7.5.2","Yes","","Fully rolled-out","Yes","Other",79,1
"80","12/7/2022 16:32:39",NA,"Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Occasionally","Very rarely","Always","Between one to two days",8,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","No","","","","no, solo se registra mientras se puede diferencias el seco y cantidad","Dead, sick or injured wildlife are seldom found","6.3","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",80,1
"81","12/8/2022 9:08:11",NA,"Agree","Disagree","Agree","Neutral","Neutral","Occasionally","Occasionally","Very frequently","Between two and five days",2,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","Yes","Yes","YES","Lack of expertise on how to properly record this information, Never thought about it","3.1","No","NO","Partially rolled-out","Yes","Other",81,1
"82","12/8/2022 18:50:44",NA,"Strongly agree","Neutral","Neutral","Agree","Agree","Very rarely","Very rarely","Occasionally","Less than a day",25,"No","","","","","No","","","","","No","","","","","No","","","","","Yes","No","","","","No, por el momento","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3.0","No","Por la Sede Central del SERNANP","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",82,1
"83","12/8/2022 19:08:49",NA,"Strongly agree","Somewhat Disagree","Somewhat Disagree","Neutral","Agree","Very rarely","Very rarely","Never","Between two and five days",16,"No","","","","","No","","","","","No","","","","","No","","","","","No","","","","","si","We use the default SMART data model which does not include sick, dead or injured wildlife","6.3.0.","No","Aun no, las configuraciones lo realiza sede central","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",83,1
"84","12/8/2022 23:48:53",NA,"Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Very frequently","Occasionally","Very frequently","Between four days and a week",20,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Species, Age, Sex, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Body condition, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No","","Data collection can be inconsistent on some of these aspects (e.g., I selected ""yes"" for if domestic animal sightings are recorded but I believe this is only done sometimes and not at all in some cases). Observations of wild meat (for sale or in the possession of poachers) is also recorded which could be relevant. ","We use the default SMART data model which does not include sick, dead or injured wildlife","7","Yes","","Fully rolled-out","Yes","Other",84,2
"85","12/13/2022 17:19:05",NA,"Somewhat Disagree","Disagree","Strongly disagree","Somewhat Disagree","Strongly disagree","Always","Occasionally","Never","Between two and five days",4,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","NO, solo fotos, las características y el padecimiento de cada animal.","Dead, sick or injured wildlife are seldom found","4.1.0.201612211110","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",85,1
"86","12/13/2022 18:39:56",NA,"Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Rarely","Very rarely","Rarely","Less than a day",20,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Sex","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Body condition","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","Yes","No","RASTROS, HUELLAS, EXCRETAS","Dead, sick or injured wildlife are seldom found","4.1.0.201612211110","Yes","","Partially rolled-out","Yes","Other",86,1
"87","12/13/2022 19:26:46",NA,"Strongly agree","Neutral","Agree","Agree","Strongly agree","Very frequently","Occasionally","Very frequently","Between one to two days",4,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","No","","","","No","Lack of expertise on how to properly record this information","4.1.0","Yes","","Fully rolled-out","No","Other",87,1
"88","12/14/2022 12:57:55",NA,"Agree","Neutral","Disagree","Neutral","Neutral","Rarely","Very rarely","Occasionally","Less than a day",2,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","sí","Dead, sick or injured wildlife are seldom found","4.1.0.2016122","No","desconozco","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",88,2
"89","12/14/2022 17:30:31",NA,"Strongly agree","Agree","Agree","Agree","Strongly agree","Very frequently","Occasionally","Very frequently","Between two and five days",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Anomalies in carcass (if any), Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","BASE DE DATOS DEL ANP","No","","","","","No","","","","","Yes","No","","","","NO","We use the default SMART data model which does not include sick, dead or injured wildlife","4.1.0","Yes","","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",89,1
"90","12/14/2022 21:02:53",NA,"Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Sometimes","Never","Very rarely","Between four days and a week",10,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Anomalies/signs if any, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Photographs, Species, Sex, Anomalies/signs if any, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Si","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","4.1.0.201612211110","Yes","","Fully rolled-out","Yes","Other",90,1
"91","12/15/2022 12:56:27",NA,"Strongly agree","Agree","Agree","Agree","Neutral","Occasionally","Occasionally","Never","Between four days and a week",20,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Body condition","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Sex, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Sex, Body condition, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","La presencia de especies exoticas invasoras y acciones para su control. (Ejemplo control de la población del Pez León mediante capturas)","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","SMART 4.0.1 64 BITS","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",91,1
"92","12/15/2022 15:02:07",NA,"Agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Occasionally","Very frequently","Less than a day",25,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","LOS DATOS MAS RELEVANTES EN LAS PATRULLAJES SON DE TIPO SAQUEOS DE NIDOS DE TORTUGA MARINA","Dead, sick or injured wildlife are seldom found","SMART 4.1.1","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",92,1
"93","12/15/2022 15:35:21",NA,"Strongly agree","Somewhat Disagree","Agree","Strongly agree","Strongly agree","Sometimes","Sometimes","Rarely","Less than a day",12,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Sex, Anomalies in carcass (if any)","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Anomalies/signs if any","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","-","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","4.1.0.201612211110","No","-","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",93,1
"94","12/15/2022 15:58:22",NA,"Strongly disagree","Disagree","Agree","Strongly agree","Strongly agree","Very frequently","Occasionally","Never","Between four days and a week",20,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","SI","Never thought about it","4.1","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",94,1
"95","12/15/2022 18:19:23",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Rarely","Rarely","Very frequently","Less than a day",4,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found","4.1.0.201612211110","Yes","","Fully rolled-out","No","I am directly responsible for managing SMART data in one or more protected areas",95,1
"96","12/16/2022 0:17:10",NA,"Strongly agree","Neutral","Neutral","Agree","Somewhat Disagree","Sometimes","Occasionally","Always","Less than a day",4,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","NO","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","4.10.201612211110","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",96,1
"97","12/16/2022 3:10:07",NA,"Strongly agree","Neutral","Agree","Neutral","Neutral","Never","Sometimes","Never","Between two and five days",20,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife is recorded in another way","Photographs, Anomalies/signs if any, Body condition, Suspect cause of disease","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","MAMIFEROS MARINOS  EN MALLADOS CON REDES ","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","3.507","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",97,1
"98","12/16/2022 18:54:53",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Never","Very rarely","Never","Between four days and a week",25,"Yes","Healthy wildlife is recorded in another way","Other","None of these items are recorded in the corresponding SMART Conservation Area","No se nos ha presentado ningun caso","No","","","","","No","","","","","No","","","","","No","","","","","no","Dead, sick or injured wildlife are seldom found","4.1.0.201612211110","Yes","","Partially rolled-out","Yes","Other",98,1
"99","12/19/2022 18:13:09",NA,"Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Very rarely","Sometimes","Rarely","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Age","None of these items are recorded in the corresponding SMART Conservation Area","paper","Yes","Each individual dead animal is recorded as an individual observation","Sex","None of these items are recorded in the corresponding SMART Conservation Area","paper","Yes","Each individual injured animal is recorded as an individual observation","Age","None of these items are recorded in the corresponding SMART Conservation Area","0","No","","","","","No","","","","","no","Lack of expertise on how to properly record this information","6","No","na","Under pilot","Yes","Other",99,1
"100","12/19/2022 22:59:24",NA,"Strongly agree","Agree","Somewhat Disagree","Neutral","Agree","Occasionally","Rarely","Sometimes","Between four days and a week",4,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","Yes, possible cause of deaths ","Dead, sick or injured wildlife are seldom found","6.3","Yes","","Fully rolled-out","Yes","Other",100,1
"101","12/20/2022 3:09:15",NA,"Strongly agree","Strongly agree","Agree","Neutral","Neutral","Very rarely","Very rarely","Never","Between four days and a week",1,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of disease, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Dead, sick or injured wildlife are seldom found","SMART 7.5.5","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",101,3
